phone,usage
012-2426-3115,6821.76
012-2426-3116,13201.14
012-2426-3117,9277.34
012-2426-3118,1138.74
012-2426-3119,4908.83
012-2426-3120,10291.42
012-2426-3121,9702.15
012-2426-3122,7955.8
012-2426-3123,9753.44
012-2426-3124,9310.01
012-2426-3125,12862.16
012-2426-3126,2220.84
012-2426-3127,3896.54
012-2426-3128,7415.8
012-2426-3129,7916.36
012-2426-3130,0
012-2426-3131,16045.31
012-2426-3132,9169.15
012-2426-3133,9948.56
012-2426-3134,0
012-2426-3135,0
012-2426-3136,10896.32
012-2426-3137,8916.79
012-2426-3138,8544.33
012-2426-3139,3245.79
012-2426-3140,0
012-2426-3141,16452.1
012-2426-3142,6990.68
012-2426-3143,8418.67
012-2426-3144,0
012-2426-3145,0
012-2426-3146,10816.56
012-2426-3147,13797.54
012-2426-3148,9279.51
012-2426-3149,962.85
012-2426-3150,0
012-2426-3151,7444.27
012-2426-3152,8149.31
012-2426-3153,8408.21
012-2426-3154,6738.76
012-2426-3155,0
012-2426-3156,17798.04
012-2426-3157,9617.11
012-2426-3158,4895.08
012-2426-3159,3214.11
012-2426-3160,20798.33
012-2426-3161,27845.66
012-2426-3162,3055.72
012-2426-3163,7866.06
012-2426-3164,16385.22
012-2426-3165,4617.46
012-2426-3166,7593.54
012-2426-3167,8898.22
012-2426-3168,16878.75
012-2426-3169,14551.9
012-2426-3170,14419.13
012-2426-3171,20822.7
012-2426-3172,7710.61
012-2426-3173,3704.63
012-2426-3174,5324.6
012-2426-3175,14136.16
012-2426-3176,6742.49
012-2426-3177,0
012-2426-3178,5993.78
012-2426-3179,7435.65
012-2426-3180,0
012-2426-3181,2087.54
012-2426-3182,1210.35
012-2426-3183,4911.84
012-2426-3184,14139.49
012-2426-3185,17960.73
012-2426-3186,7130.42
012-2426-3187,19831.75
012-2426-3188,88.84
012-2426-3189,1343.61
012-2426-3190,1179.07
012-2426-3191,0
012-2426-3192,8054.11
012-2426-3193,6748.34
012-2426-3194,19632.25
012-2426-3195,6855.16
012-2426-3196,6548.37
012-2426-3197,5769.31
012-2426-3198,10066.98
012-2426-3199,24759.51
012-2426-3200,1939.48
012-2426-3201,1083.01
012-2426-3202,2035.9
012-2426-3203,5976.57
012-2426-3204,0
012-2426-3205,6805.36
012-2426-3206,5863.56
012-2426-3207,0
012-2426-3208,1195.33
012-2426-3209,16432.49
012-2426-3210,11077.05
012-2426-3211,12437.68
012-2426-3212,5110.46
012-2426-3213,14568.42
012-2426-3214,5398.29
012-2426-3215,12888.91
012-2426-3216,5617.11
012-2426-3217,5339.82
012-2426-3218,7818.67
012-2426-3219,9016.25
012-2426-3220,0
012-2426-3221,6731.97
012-2426-3222,34697.29
012-2426-3223,5013.39
012-2426-3224,609.23
012-2426-3225,2395.38
012-2426-3226,4778.48
012-2426-3227,8442.32
012-2426-3228,7585.7
012-2426-3229,7277.63
012-2426-3230,0
012-2426-3231,19050.26
012-2426-3232,3351.09
012-2426-3233,20598.34
012-2426-3234,14606.2
012-2426-3235,11263.02
012-2426-3236,9845.27
012-2426-3237,30832.8
012-2426-3238,13673.07
012-2426-3239,5156.8
012-2426-3240,980.25
012-2426-3241,3274.19
012-2426-3242,10088.57
012-2426-3243,6997.93
012-2426-3244,387.77
012-2426-3245,8109.43
012-2426-3246,3235.7
012-2426-3247,35.43
012-2426-3248,10559.86
012-2426-3249,799.71
012-2426-3250,0
012-2426-3251,3302.42
012-2426-3252,11430.94
012-2426-3253,11204.07
012-2426-3254,14377.91
012-2426-3255,0
012-2426-3256,3319.19
012-2426-3257,23151.86
012-2426-3258,8116.25
012-2426-3259,1739.27
012-2426-3260,9849.43
012-2426-3261,13309.37
012-2426-3262,1944.63
012-2426-3263,22383.38
012-2426-3264,3023.47
012-2426-3265,11558.74
012-2426-3266,6578.48
012-2426-3267,9106.87
012-2426-3268,5812.21
012-2426-3269,11067.07
012-2426-3270,0
012-2426-3271,6529.11
012-2426-3272,4209.91
012-2426-3273,3406.14
012-2426-3274,4910.46
012-2426-3275,0
012-2426-3276,23981.49
012-2426-3277,4730.41
012-2426-3278,9441.05
012-2426-3279,4325.51
012-2426-3280,7472.48
012-2426-3281,1002.14
012-2426-3282,7706
012-2426-3283,4183.99
012-2426-3284,467.7
012-2426-3285,11284.03
012-2426-3286,8269.44
012-2426-3287,4385.96
012-2426-3288,6605.81
012-2426-3289,8016.86
012-2426-3290,0
012-2426-3291,6930.36
012-2426-3292,6200.43
012-2426-3293,4093.72
012-2426-3294,18538.7
012-2426-3295,0
012-2426-3296,1008.8
012-2426-3297,7516.93
012-2426-3298,2482.36
012-2426-3299,10198.39
012-2426-3300,6787.68
012-2426-3301,4879.06
012-2426-3302,16466.65
012-2426-3303,6708.94
012-2426-3304,8053.56
012-2426-3305,24546.05
012-2426-3306,3035.2
012-2426-3307,6532.08
012-2426-3308,0
012-2426-3309,8161.34
012-2426-3310,3864.57
012-2426-3311,5500.02
012-2426-3312,7331.17
012-2426-3313,7968.94
012-2426-3314,5111.62
012-2426-3315,10356.66
012-2426-3316,3632.53
012-2426-3317,16835.46
012-2426-3318,14225.65
012-2426-3319,8449.27
012-2426-3320,9343.38
012-2426-3321,6887.86
012-2426-3322,10511.21
012-2426-3323,1768.59
012-2426-3324,0
012-2426-3325,8957.16
012-2426-3326,5432.3
012-2426-3327,10404.59
012-2426-3328,14943.25
012-2426-3329,6402.16
012-2426-3330,13491.64
012-2426-3331,1324.31
012-2426-3332,0
012-2426-3333,2124.04
012-2426-3334,21103.05
012-2426-3335,0
012-2426-3336,607.32
012-2426-3337,16192.74
012-2426-3338,9788.93
012-2426-3339,7432.08
012-2426-3340,1566.95
012-2426-3341,23432.58
012-2426-3342,0
012-2426-3343,36.83
012-2426-3344,11606.48
012-2426-3345,9384.43
012-2426-3346,7628.94
012-2426-3347,4522.78
012-2426-3348,9353.19
012-2426-3349,7325.28
012-2426-3350,9246.01
012-2426-3351,15976.98
012-2426-3352,8815.92
012-2426-3353,5277.84
012-2426-3354,8135.19
012-2426-3355,18853.14
012-2426-3356,13602.44
012-2426-3357,994.13
012-2426-3358,217.9
012-2426-3359,4873.93
012-2426-3360,6416.69
012-2426-3361,8982.39
012-2426-3362,6374.52
012-2426-3363,6881.5
012-2426-3364,0
012-2426-3365,9064.38
012-2426-3366,1744.67
012-2426-3367,8065.13
012-2426-3368,7251.03
012-2426-3369,6598.32
012-2426-3370,8242.26
012-2426-3371,58.77
012-2426-3372,9303.55
012-2426-3373,0
012-2426-3374,5552.17
012-2426-3375,7607.08
012-2426-3376,5923.62
012-2426-3377,2860.91
012-2426-3378,5562.25
012-2426-3379,8293.56
012-2426-3380,11991.23
012-2426-3381,0
012-2426-3382,267.49
012-2426-3383,5476.57
012-2426-3384,6498.1
012-2426-3385,3758.95
012-2426-3386,1810.06
012-2426-3387,2112.26
012-2426-3388,9225.91
012-2426-3389,10493.13
012-2426-3390,3793.86
012-2426-3391,3620.45
012-2426-3392,2205.46
012-2426-3393,10807.54
012-2426-3394,1448.55
012-2426-3395,14294.89
012-2426-3396,4236.19
012-2426-3397,9064.58
012-2426-3398,15032.32
012-2426-3399,5577.92
012-2426-3400,3245.86
012-2426-3401,1343.34
012-2426-3402,4753.44
012-2426-3403,5458.99
012-2426-3404,7982.75
012-2426-3405,7800.12
012-2426-3406,17238.41
012-2426-3407,17816.81
012-2426-3408,5191.73
012-2426-3409,17773.62
012-2426-3410,14362.34
012-2426-3411,17359.59
012-2426-3412,17633.93
012-2426-3413,17306.62
012-2426-3414,20908.98
012-2426-3415,17050.03
012-2426-3416,27623.4
012-2426-3417,4779.35
012-2426-3418,3937.51
012-2426-3419,14720.48
012-2426-3420,8651.98
012-2426-3421,19357.74
012-2426-3422,8454.4
012-2426-3423,0
012-2426-3424,1391.15
012-2426-3425,9364.66
012-2426-3426,0
012-2426-3427,6807.13
012-2426-3428,4595.12
012-2426-3429,400.1
012-2426-3430,5182.1
012-2426-3431,4721.31
012-2426-3432,7357.96
012-2426-3433,9541.99
012-2426-3434,4818.37
012-2426-3435,20962.69
012-2426-3436,3818.48
012-2426-3437,8009.9
012-2426-3438,4970.05
012-2426-3439,4581.75
012-2426-3440,3374.94
012-2426-3441,7999.42
012-2426-3442,8803.41
012-2426-3443,9872.28
012-2426-3444,4993.93
012-2426-3445,1189.49
012-2426-3446,9170.92
012-2426-3447,3963.42
012-2426-3448,6206.49
012-2426-3449,7557.95
012-2426-3450,8513.54
012-2426-3451,7523.53
012-2426-3452,7562.58
012-2426-3453,6261.01
012-2426-3454,1981.82
012-2426-3455,7192.1
012-2426-3456,22645.47
012-2426-3457,7103.45
012-2426-3458,14519.71
012-2426-3459,11941.94
012-2426-3460,676.77
012-2426-3461,17069.16
012-2426-3462,25862.8
012-2426-3463,14119.54
012-2426-3464,7496.57
012-2426-3465,2632.43
012-2426-3466,5031.44
012-2426-3467,7119.26
012-2426-3468,5738.26
012-2426-3469,3359.5
012-2426-3470,2303.75
012-2426-3471,1241.57
012-2426-3472,6924.01
012-2426-3473,13996.21
012-2426-3474,7013.64
012-2426-3475,4654.97
012-2426-3476,15770.18
012-2426-3477,18272.1
012-2426-3478,15419.99
012-2426-3479,6887.79
012-2426-3480,7640.35
012-2426-3481,0
012-2426-3482,2899.65
012-2426-3483,2784.26
012-2426-3484,3490.31
012-2426-3485,5708.5
012-2426-3486,987.44
012-2426-3487,6019.81
012-2426-3488,12353.03
012-2426-3489,6590.36
012-2426-3490,6929.97
012-2426-3491,9396.04
012-2426-3492,6012.27
012-2426-3493,4497.9
012-2426-3494,53.86
012-2426-3495,7885.76
012-2426-3496,7382.46
012-2426-3497,9076.62
012-2426-3498,9211.26
012-2426-3499,11795.12
012-2426-3500,20635.96
012-2426-3501,11237.61
012-2426-3502,8569.59
012-2426-3503,17779.87
012-2426-3504,22163.23
012-2426-3505,8220.25
012-2426-3506,6782.5
012-2426-3507,4077.57
012-2426-3508,3911.72
012-2426-3509,2161.71
012-2426-3510,10729.38
012-2426-3511,5273.96
012-2426-3512,4930.81
012-2426-3513,10370.84
012-2426-3514,10347.5
012-2426-3515,6298.23
012-2426-3516,5419.03
012-2426-3517,8741.36
012-2426-3518,0
012-2426-3519,15060.96
012-2426-3520,24633.78
012-2426-3521,8508.51
012-2426-3522,7534.44
012-2426-3523,12387.86
012-2426-3524,22702.65
012-2426-3525,17.34
012-2426-3526,11219.79
012-2426-3527,17387.84
012-2426-3528,19378.49
012-2426-3529,8726.12
012-2426-3530,8568.2
012-2426-3531,799.49
012-2426-3532,6109.51
012-2426-3533,17565.79
012-2426-3534,17320.55
012-2426-3535,17093.27
012-2426-3536,34502.85
012-2426-3537,8580.37
012-2426-3538,21015.14
012-2426-3539,3417.31
012-2426-3540,4810.51
012-2426-3541,6740.99
012-2426-3542,4697.85
012-2426-3543,7633.71
012-2426-3544,3270.4
012-2426-3545,1661.92
012-2426-3546,18738.96
012-2426-3547,18097.44
012-2426-3548,10251.74
012-2426-3549,12705.46
012-2426-3550,8486.22
012-2426-3551,2909
012-2426-3552,3902.25
012-2426-3553,17090.87
012-2426-3554,7011.74
012-2426-3555,7189.01
012-2426-3556,2624.64
012-2426-3557,21901.32
012-2426-3558,5069.72
012-2426-3559,8928.05
012-2426-3560,8568.77
012-2426-3561,17796.66
012-2426-3562,1752.53
012-2426-3563,10892.51
012-2426-3564,19983.56
012-2426-3565,9303.22
012-2426-3566,16883.17
012-2426-3567,13946.31
012-2426-3568,18517.79
012-2426-3569,5863.18
012-2426-3570,1890.47
012-2426-3571,22254.3
012-2426-3572,1219.78
012-2426-3573,8692.96
012-2426-3574,32654.7
012-2426-3575,21557.98
012-2426-3576,3047.58
012-2426-3577,17891.18
012-2426-3578,19632.92
012-2426-3579,3116.36
012-2426-3580,20602.09
012-2426-3581,9079.8
012-2426-3582,13702.2
012-2426-3583,12250.98
012-2426-3584,17302.86
012-2426-3585,5235.63
012-2426-3586,0
012-2426-3587,24584.08
012-2426-3588,19819.44
012-2426-3589,0
012-2426-3590,17787.27
012-2426-3591,7839.93
012-2426-3592,25063.37
012-2426-3593,22815
012-2426-3594,0.02
012-2426-3595,13258.69
012-2426-3596,9630.2
012-2426-3597,7224.17
012-2426-3598,7968.82
012-2426-3599,8002.77
012-2426-3600,5968.75
012-2426-3601,12690.1
012-2426-3602,14775.54
012-2426-3603,9110.76
012-2426-3604,7747.93
012-2426-3605,8441.41
012-2426-3606,744.15
012-2426-3607,8740.84
012-2426-3608,8183.34
012-2426-3609,11167.81
012-2426-3610,10195.94
012-2426-3611,9216.8
012-2426-3612,8599.32
012-2426-3613,13502.17
012-2426-3614,15309.66
012-2426-3615,476.86
012-2426-3616,0
012-2426-3617,8601.34
012-2426-3618,7707.74
012-2426-3619,30047.11
012-2426-3620,6521.68
012-2426-3621,10266.23
012-2426-3622,7658.22
012-2426-3623,964.06
012-2426-3624,5464.15
012-2426-3625,3533.25
012-2426-3626,11417.43
012-2426-3627,9006.56
012-2426-3628,4623.9
012-2426-3629,4320.53
012-2426-3630,4155.04
012-2426-3631,7066.11
012-2426-3632,649.85
012-2426-3633,9166.91
012-2426-3634,3983.16
012-2426-3635,5207.27
012-2426-3636,5727.96
012-2426-3637,5339.64
012-2426-3638,4319.33
012-2426-3639,160.2
012-2426-3640,0
012-2426-3641,12485.18
012-2426-3642,47.28
012-2426-3643,4375.8
012-2426-3644,6779.38
012-2426-3645,7178.51
012-2426-3646,14710.98
012-2426-3647,19445.65
012-2426-3648,25236.68
012-2426-3649,8521.2
012-2426-3650,12967.53
012-2426-3651,44011.42
012-2426-3652,7965.84
012-2426-3653,4065.66
012-2426-3654,10715.56
012-2426-3655,12704.66
012-2426-3656,4390.99
012-2426-3657,10437.54
012-2426-3658,8897.07
012-2426-3659,9124.7
012-2426-3660,13979
012-2426-3661,11739.52
012-2426-3662,4828.11
012-2426-3663,10320.08
012-2426-3664,8102.65
012-2426-3665,5520.77
012-2426-3666,11542.82
012-2426-3667,3266.95
012-2426-3668,21607.04
012-2426-3669,9098.05
012-2426-3670,23377.82
012-2426-3671,7641.62
012-2426-3672,3395.84
012-2426-3673,6593.92
012-2426-3674,3953.78
012-2426-3675,2629.5
012-2426-3676,14477.18
012-2426-3677,9781.45
012-2426-3678,2856.93
012-2426-3679,7132.16
012-2426-3680,6602.22
012-2426-3681,10705.02
012-2426-3682,5344.98
012-2426-3683,8871.39
012-2426-3684,5957.99
012-2426-3685,4936.39
012-2426-3686,10298.97
012-2426-3687,4060.13
012-2426-3688,9456.91
012-2426-3689,8654.04
012-2426-3690,4758.42
012-2426-3691,0
012-2426-3692,7479.84
012-2426-3693,10997.6
012-2426-3694,5502.37
012-2426-3695,0
012-2426-3696,10345.76
012-2426-3697,0
012-2426-3698,7798.95
012-2426-3699,2621.79
012-2426-3700,6368.96
012-2426-3701,7454.36
012-2426-3702,17810.6
012-2426-3703,15789.38
012-2426-3704,9275.67
012-2426-3705,4462.32
012-2426-3706,9018.86
012-2426-3707,17313.08
012-2426-3708,7448.79
012-2426-3709,6977.98
012-2426-3710,8148.61
012-2426-3711,0
012-2426-3712,8884.84
012-2426-3713,8179.47
012-2426-3714,12899.92
012-2426-3715,7033.61
012-2426-3716,5387.13
012-2426-3717,3632.4
012-2426-3718,9483.66
012-2426-3719,6015.89
012-2426-3720,6862.61
012-2426-3721,7574.92
012-2426-3722,10910.96
012-2426-3723,24669.55
012-2426-3724,6291.04
012-2426-3725,12168.52
012-2426-3726,15303.25
012-2426-3727,16822.36
012-2426-3728,8199.22
012-2426-3729,5288.22
012-2426-3730,8289.5
012-2426-3731,6127.72
012-2426-3732,1866.86
012-2426-3733,14.2
012-2426-3734,22972.96
012-2426-3735,16401.81
012-2426-3736,12838.95
012-2426-3737,9040.54
012-2426-3738,3922.02
012-2426-3739,22924.35
012-2426-3740,0
012-2426-3741,6365.09
012-2426-3742,3565.05
012-2426-3743,2303.62
012-2426-3744,10476.85
012-2426-3745,0
012-2426-3746,19111.07
012-2426-3747,6126.92
012-2426-3748,5944.8
012-2426-3749,16574.81
012-2426-3750,6363.07
012-2426-3751,12085.21
012-2426-3752,19032.81
012-2426-3753,5622.16
012-2426-3754,32936.45
012-2426-3755,33985.79
012-2426-3756,9971.85
012-2426-3757,1999.6
012-2426-3758,1851.2
012-2426-3759,13577.42
012-2426-3760,18005.58
012-2426-3761,15683.68
012-2426-3762,20695.91
012-2426-3763,2950.7
012-2426-3764,20339.53
012-2426-3765,12827.4
012-2426-3766,12054.52
012-2426-3767,6995.09
012-2426-3768,3936.37
012-2426-3769,3379.29
012-2426-3770,9615.55
012-2426-3771,8600.94
012-2426-3772,3913.61
012-2426-3773,4867.21
012-2426-3774,6213.88
012-2426-3775,24801.01
012-2426-3776,14361.4
012-2426-3777,8348.64
012-2426-3778,3777.98
012-2426-3779,8471.68
012-2426-3780,3421.12
012-2426-3781,22704.52
012-2426-3782,5983.61
012-2426-3783,0
012-2426-3784,5906.71
012-2426-3785,6960.29
012-2426-3786,7894.31
012-2426-3787,8532.85
012-2426-3788,10636.72
012-2426-3789,7244.59
012-2426-3790,1.62
012-2426-3791,11471.66
012-2426-3792,8359.62
012-2426-3793,8591.32
012-2426-3794,2641.4
012-2426-3795,8585.6
012-2426-3796,7078.8
012-2426-3797,9550.65
012-2426-3798,14773.42
012-2426-3799,8883.62
012-2426-3800,16461.14
012-2426-3801,0
012-2426-3802,0
012-2426-3803,2086.56
012-2426-3804,8765.8
012-2426-3805,2048.62
012-2426-3806,13832.73
012-2426-3807,7621.48
012-2426-3808,0
012-2426-3809,6389.47
012-2426-3810,6412.72
012-2426-3811,4551.79
012-2426-3812,6378.82
012-2426-3813,3510.34
012-2426-3814,5687.42
012-2426-3815,7277.47
012-2426-3816,5671.16
012-2426-3817,4315.11
012-2426-3818,119.01
012-2426-3819,7960.88
012-2426-3820,21351.31
012-2426-3821,5664.02
012-2426-3822,3165.52
012-2426-3823,7857.5
012-2426-3824,11008.78
012-2426-3825,12226.55
012-2426-3826,25616.28
012-2426-3827,1785.1
012-2426-3828,24356.29
012-2426-3829,22503.33
012-2426-3830,7432.46
012-2426-3831,9554.41
012-2426-3832,13794.56
012-2426-3833,3011.92
012-2426-3834,7075.53
012-2426-3835,7215.01
012-2426-3836,5697.98
012-2426-3837,8096.92
012-2426-3838,3175.29
012-2426-3839,19699.42
012-2426-3840,9624.06
012-2426-3841,7706.34
012-2426-3842,6879.76
012-2426-3843,0
012-2426-3844,12330.4
012-2426-3845,28337.49
012-2426-3846,9963.75
012-2426-3847,3575.48
012-2426-3848,7466.65
012-2426-3849,15735.76
012-2426-3850,12932.72
012-2426-3851,17494.82
012-2426-3852,16892.31
012-2426-3853,9702.39
012-2426-3854,3873.66
012-2426-3855,15805.15
012-2426-3856,6335.91
012-2426-3857,585.09
012-2426-3858,5025.17
012-2426-3859,3217.65
012-2426-3860,5327.4
012-2426-3861,5125.35
012-2426-3862,5532.5
012-2426-3863,4668.83
012-2426-3864,6166.94
012-2426-3865,23412.77
012-2426-3866,19225.96
012-2426-3867,21230.3
012-2426-3868,4969.15
012-2426-3869,15537.89
012-2426-3870,7432.29
012-2426-3871,5354.86
012-2426-3872,10281.35
012-2426-3873,1453.98
012-2426-3874,10050.85
012-2426-3875,4308.11
012-2426-3876,7479.03
012-2426-3877,0
012-2426-3878,6386.34
012-2426-3879,0
012-2426-3880,3066.9
012-2426-3881,31991.69
012-2426-3882,5139.04
012-2426-3883,16522.24
012-2426-3884,12590.93
012-2426-3885,3436.22
012-2426-3886,7351.23
012-2426-3887,683.56
012-2426-3888,18312.95
012-2426-3889,617.81
012-2426-3890,11531.64
012-2426-3891,11700
012-2426-3892,5083.94
012-2426-3893,5419.41
012-2426-3894,7966.2
012-2426-3895,2921.12
012-2426-3896,7187.79
012-2426-3897,9785.75
012-2426-3898,18982.03
012-2426-3899,6764.08
012-2426-3900,3956.65
012-2426-3901,0
012-2426-3902,9967.87
012-2426-3903,72617.56
012-2426-3904,4983.57
012-2426-3905,7795.89
012-2426-3906,8492.62
012-2426-3907,13318.56
012-2426-3908,9236.92
012-2426-3909,3989.25
012-2426-3910,4877.23
012-2426-3911,0
012-2426-3912,19836.84
012-2426-3913,0
012-2426-3914,6328.17
012-2426-3915,26438.56
012-2426-3916,21955.47
012-2426-3917,5501.18
012-2426-3918,27905.32
012-2426-3919,9177.16
012-2426-3920,4889.53
012-2426-3921,4651.75
012-2426-3922,11906.15
012-2426-3923,11130.3
012-2426-3924,5134.6
012-2426-3925,6252.11
012-2426-3926,3025.66
012-2426-3927,6090.43
012-2426-3928,0
012-2426-3929,5131.82
012-2426-3930,6437.85
012-2426-3931,1427.22
012-2426-3932,4869.55
012-2426-3933,5364.12
012-2426-3934,6803.73
012-2426-3935,4333.95
012-2426-3936,4303.28
012-2426-3937,0
012-2426-3938,6191.72
012-2426-3939,1724.65
012-2426-3940,5168.98
012-2426-3941,5523.65
012-2426-3942,1822.24
012-2426-3943,3686.3
012-2426-3944,2697.75
012-2426-3945,11214.04
012-2426-3946,8711.8
012-2426-3947,3904.26
012-2426-3948,7337.01
012-2426-3949,0
012-2426-3950,5775.66
012-2426-3951,2205.73
012-2426-3952,7183.91
012-2426-3953,0
012-2426-3954,6699.77
012-2426-3955,7106.55
012-2426-3956,13342.46
012-2426-3957,5599.54
012-2426-3958,3750.97
012-2426-3959,10197.5
012-2426-3960,6872.14
012-2426-3961,3987.1
012-2426-3962,8498.29
012-2426-3963,6387.98
012-2426-3964,9547.02
012-2426-3965,5032.32
012-2426-3966,7678.84
012-2426-3967,5400.24
012-2426-3968,9618.65
012-2426-3969,14729.37
012-2426-3970,5450.05
012-2426-3971,10149.44
012-2426-3972,14275.2
012-2426-3973,7122.53
012-2426-3974,3635.22
012-2426-3975,6205.21
012-2426-3976,9246.41
012-2426-3977,3158.49
012-2426-3978,2907.86
012-2426-3979,13443.44
012-2426-3980,1533.56
012-2426-3981,6994.34
012-2426-3982,6727.36
012-2426-3983,4894.03
012-2426-3984,0
012-2426-3985,9191.32
012-2426-3986,20124.24
012-2426-3987,3273.16
012-2426-3988,2441.68
012-2426-3989,6116.26
012-2426-3990,8589.73
012-2426-3991,1578.45
012-2426-3992,7338.6
012-2426-3993,6579.63
012-2426-3994,3251.54
012-2426-3995,75.18
012-2426-3996,11548.66
012-2426-3997,7332.41
012-2426-3998,7946.43
012-2426-3999,16476.81
012-2426-4001,23178.15
012-2426-4002,16750.28
012-2426-4003,10306.99
012-2426-4005,11980.42
012-2426-4006,17141
012-2426-4007,7005.47
012-2426-4008,42882.92
012-2426-4009,17784.81
012-2426-4010,6228.11
012-2426-4011,9980.53
012-2426-4012,18266.52
012-2426-4013,0
012-2426-4014,10983.86
012-2426-4015,11471.46
012-2426-4016,13350.62
012-2426-4017,10206.69
012-2426-4018,8665.46
012-2426-4019,10047.03
012-2426-4020,6999.93
012-2426-4021,5150.25
012-2426-4022,730.7
012-2426-4023,7083.81
012-2426-4024,7659.9
012-2426-4025,5123.25
012-2426-4026,5216.94
012-2426-4027,10555.81
012-2426-4028,0
012-2426-4029,9023.21
012-2426-4030,8411.85
012-2426-4031,8395.87
012-2426-4032,8640.63
012-2426-4033,7617.47
012-2426-4034,9877.54
012-2426-4035,8690.15
012-2426-4036,4810.8
012-2426-4037,10632.73
012-2426-4038,5147
012-2426-4039,8961.7
012-2426-4041,8989.47
012-2426-4042,7348.6
012-2426-4043,32728.3
012-2426-4044,8240.78
012-2426-4045,11336.81
012-2426-4046,7735.7
012-2426-4047,5987.76
012-2426-4048,12382.97
012-2426-4049,6893.5
012-2426-4050,10403.12
012-2426-4051,1880.73
012-2426-4052,9580.68
012-2426-4053,11683.18
012-2426-4054,12352.27
012-2426-4055,198.14
012-2426-4056,9905.96
012-2426-4057,12794.02
012-2426-4058,10204.62
012-2426-4059,9894.6
012-2426-4060,8817.54
012-2426-4061,12041.67
012-2426-4062,13858.17
012-2426-4063,754.08
012-2426-4064,11002.73
012-2426-4065,11208.03
012-2426-4066,7302.51
012-2426-4067,6268.73
012-2426-4068,1129
012-2426-4069,8935.04
012-2426-4070,10867.19
012-2426-4071,11636.58
012-2426-4072,9529.22
012-2426-4073,0
012-2426-4074,1730.95
012-2426-4075,8406.26
012-2426-4076,12388.21
012-2426-4077,5017.64
012-2426-4078,14659.21
012-2426-4079,11332.09
012-2426-4080,10523.54
012-2426-4081,0
012-2426-4082,7992.4
012-2426-4083,7155.99
012-2426-4084,7115.45
012-2426-4085,9962.67
012-2426-4086,14115.07
012-2426-4087,13896.3
012-2426-4088,18048.26
012-2426-4089,371.11
012-2426-4090,14562.8
012-2426-4091,16315.83
012-2426-4092,26558.64
012-2426-4093,27535.51
012-2426-4094,22223.66
